timestamp,symbol,timeframe,direction,confidence_label,confidence_pct,confidence_display,score,patterns,divergences,trend,price,duration_candles,duration_minutes,mtf_ok
2025-11-14 18:36:35,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.59,6,30,True
2025-11-14 18:36:56,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,BAJISTA,95789.05,10,30,True
2025-11-14 18:36:57,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95789.05,6,30,True
2025-11-14 18:36:59,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.42,9,27,True
2025-11-14 18:36:59,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,LATERAL,141.41,4,20,True
2025-11-14 18:37:20,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,BAJISTA,95767.34,10,30,True
2025-11-14 18:37:21,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95767.34,5,25,True
2025-11-14 18:37:21,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.077745,10,30,True
2025-11-14 18:37:22,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.087748,5,25,True
2025-11-14 18:37:23,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.44,10,30,True
2025-11-14 18:37:23,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.45,5,25,True
2025-11-14 18:37:45,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,BAJISTA,95750.0,10,30,True
2025-11-14 18:37:45,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95750.01,5,25,True
2025-11-14 18:40:07,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,141.2,2,6,True
2025-11-14 18:40:08,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.15,4,20,True
2025-11-14 18:40:29,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95548.0,2,6,True
2025-11-14 18:40:30,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95548.0,5,25,True
2025-11-14 18:40:32,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.1,2,6,True
2025-11-14 18:40:32,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.1,4,20,True
2025-11-14 18:40:53,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95507.4,2,6,True
2025-11-14 18:40:54,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95507.39,4,20,True
2025-11-14 18:40:56,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,140.98,2,6,True
2025-11-14 18:40:56,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,140.98,4,20,True
2025-11-14 18:41:18,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95506.61,2,6,True
2025-11-14 18:41:18,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95511.09,4,20,True
2025-11-14 18:41:20,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.04,2,6,True
2025-11-14 18:41:21,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.04,4,20,True
2025-11-14 18:41:42,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95471.12,2,6,True
2025-11-14 18:41:42,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95479.45,4,20,True
2025-11-14 18:41:44,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.16,2,6,True
2025-11-14 18:41:45,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Martillo,,LATERAL,141.16,5,25,True
2025-11-14 18:42:06,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95441.38,1,3,True
2025-11-14 18:42:07,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95441.38,3,15,True
2025-11-14 18:42:07,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,1.073962,10,30,True
2025-11-14 18:42:07,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,1.092547,10,50,True
2025-11-14 18:42:09,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.03,1,3,True
2025-11-14 18:42:09,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.03,4,20,True
2025-11-14 18:42:30,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,95335.1,1,3,True
2025-11-14 18:42:31,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95325.09,3,15,True
2025-11-14 18:42:33,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,140.98,1,3,True
2025-11-14 18:42:33,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,140.98,4,20,True
2025-11-14 18:42:55,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,95336.34,1,3,True
2025-11-14 18:42:55,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95336.34,3,15,True
2025-11-14 18:44:58,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.02,1,3,True
2025-11-14 18:44:58,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.02,4,20,True
2025-11-14 18:44:59,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,160.923473,10,30,True
2025-11-14 18:45:00,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,159.835028,10,50,True
2025-11-14 18:45:20,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95370.01,2,6,True
2025-11-14 18:45:21,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95370.01,2,10,True
2025-11-14 18:45:21,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,Martillo|Bearish Engulfing,,LATERAL,1.078826,4,12,True
2025-11-14 18:45:21,EURUSD,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.082223,10,50,True
2025-11-14 18:45:23,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Shooting Star|Bullish Engulfing,,LATERAL,141.05,3,9,True
2025-11-14 18:45:23,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Shooting Star|Bullish Engulfing,,LATERAL,141.05,2,10,True
2025-11-14 18:45:24,GBPJPY,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,159.700925,10,30,True
2025-11-14 18:45:24,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,158.555386,5,25,True
2025-11-14 18:45:45,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,95440.5,2,6,True
2025-11-14 18:45:45,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,BAJISTA,95430.95,2,10,True
2025-11-14 18:45:47,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,141.08,3,9,True
2025-11-14 18:45:48,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Shooting Star|Bullish Engulfing,,LATERAL,141.07,2,10,True
2025-11-14 18:46:09,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95316.61,2,6,True
2025-11-14 18:46:09,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95291.8,2,10,True
2025-11-14 19:02:19,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94996.2,2,6,True
2025-11-14 19:02:19,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94996.2,4,20,True
2025-11-14 19:02:20,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,1.081476,10,30,True
2025-11-14 19:02:21,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Alcista,LATERAL,1.07689,10,50,True
2025-11-14 19:02:44,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95028.16,3,9,True
2025-11-14 19:02:45,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95028.16,4,20,True
2025-11-14 19:03:09,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94965.51,2,6,True
2025-11-14 19:03:09,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94965.5,3,15,True
2025-11-14 19:03:12,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Bajista,LATERAL,160.636401,10,30,True
2025-11-14 19:03:13,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,160.209025,4,20,True
2025-11-14 19:03:33,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94994.72,2,6,True
2025-11-14 19:03:34,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94986.6,4,20,True
2025-11-14 19:03:57,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94968.0,2,6,True
2025-11-14 19:03:58,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94968.0,3,15,True
2025-11-14 19:04:22,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94939.04,2,6,True
2025-11-14 19:04:22,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94925.99,3,15,True
2025-11-14 19:04:46,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,94843.79,2,6,True
2025-11-14 19:04:47,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,94843.78,3,15,True
2025-11-14 19:05:10,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,94800.56,1,3,True
2025-11-14 19:05:11,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94800.56,3,15,True
2025-11-14 19:05:35,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,,BAJISTA,94850.0,2,6,True
2025-11-14 19:05:35,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,94848.0,3,15,True
2025-11-14 19:05:59,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94879.75,2,6,True
2025-11-14 19:06:00,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,94886.24,3,15,True
2025-11-14 19:06:02,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.0,10,30,True
2025-11-14 19:06:02,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.04,10,50,True
2025-11-14 19:06:24,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,95025.18,8,24,True
2025-11-14 19:06:24,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,95025.18,6,30,True
2025-11-14 19:06:27,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,141.13,10,30,True
2025-11-14 19:06:27,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,141.16,10,50,True
2025-11-14 19:06:49,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,94962.73,5,15,True
2025-11-14 19:06:49,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,94962.73,4,20,True
2025-11-14 19:06:51,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,141.15,10,30,True
2025-11-14 19:06:51,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,141.14,10,50,True
2025-11-14 19:07:13,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Shooting Star|Bullish Engulfing,,BAJISTA,94929.14,5,15,True
2025-11-14 19:07:13,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,94910.92,4,20,True
2025-11-14 19:07:16,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,141.04,1,3,True
2025-11-14 19:07:17,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.04,10,50,True
2025-11-14 19:07:38,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,94857.6,3,9,True
2025-11-14 19:07:38,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,94887.5,3,15,True
2025-11-14 19:07:41,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.01,10,30,True
2025-11-14 19:07:42,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.01,10,50,True
2025-11-14 19:08:03,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,BAJISTA,94929.54,5,15,True
2025-11-14 19:08:04,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,94929.54,4,20,True
2025-11-14 19:08:06,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,141.24,10,30,True
2025-11-14 19:08:06,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia RSI Alcista,LATERAL,141.23,9,45,True
2025-11-14 19:08:07,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,160.1004,10,30,True
2025-11-14 19:08:07,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Martillo,Divergencia RSI Alcista,LATERAL,158.912821,6,30,True
2025-11-14 19:08:51,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,BAJISTA,94918.39,4,12,True
2025-11-14 19:08:52,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,,BAJISTA,94918.39,4,20,True
2025-11-14 19:09:16,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Bajista,BAJISTA,94951.18,9,27,True
2025-11-14 19:09:16,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista,BAJISTA,94956.84,4,20,True
2025-11-14 19:09:41,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95110.14,10,30,True
2025-11-14 19:09:41,BTCUSDT,5m,PUT,ALTA,0.9,ALTA (90%),8,Bullish Engulfing,Divergencia MACD Bajista,BAJISTA,95110.14,9,45,True
2025-11-14 19:10:05,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95127.29,10,30,True
2025-11-14 19:10:06,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia MACD Bajista,BAJISTA,95123.33,7,35,True
2025-11-14 19:10:08,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.07,3,9,True
2025-11-14 19:10:09,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,142.07,3,15,True
2025-11-14 19:10:33,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.27,2,6,True
2025-11-14 19:10:33,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,142.29,2,10,True
2025-11-14 19:10:59,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.45,2,6,True
2025-11-14 19:10:59,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,142.48,2,10,True
2025-11-14 19:11:23,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.51,2,6,True
2025-11-14 19:11:24,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,142.49,2,10,True
2025-11-14 19:11:48,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.52,2,6,True
2025-11-14 19:11:48,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,142.51,2,10,True
2025-11-14 19:11:48,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Martillo,,LATERAL,159.777904,5,15,True
2025-11-14 19:11:49,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,159.834224,10,50,True
2025-11-14 19:12:10,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Bajista,LATERAL,1.077868,10,30,True
2025-11-14 19:12:11,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,1.077493,8,40,True
2025-11-14 19:12:12,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.69,2,6,True
2025-11-14 19:12:12,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.69,2,10,True
2025-11-14 19:12:36,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.77,1,3,True
2025-11-14 19:12:37,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,142.78,2,10,True
2025-11-14 19:12:59,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.079231,10,30,True
2025-11-14 19:12:59,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.072639,10,50,True
2025-11-14 19:13:48,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Bajista,ALCISTA,1.079387,10,30,True
2025-11-14 19:13:49,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Bajista,ALCISTA,1.07657,10,50,True
2025-11-14 19:14:12,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.075412,10,30,True
2025-11-14 19:14:13,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,1.080381,4,20,True
2025-11-14 19:15:01,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Alcista,LATERAL,1.093567,10,30,True
2025-11-14 19:15:02,EURUSD,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.076769,10,50,True
2025-11-14 19:15:26,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Martillo|Bearish Engulfing,Divergencia MACD Bajista,LATERAL,1.076105,10,30,True
2025-11-14 19:15:27,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,1.074845,3,15,True
2025-11-14 19:16:15,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,1.072626,10,30,True
2025-11-14 19:16:15,EURUSD,5m,PUT,BAJA,0.5,BAJA (50%),3,Martillo|Bearish Engulfing,,LATERAL,1.083714,5,25,True
2025-11-14 19:18:48,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,160.000466,8,24,True
2025-11-14 19:18:49,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,162.931069,10,50,True
2025-11-14 19:20:23,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95619.02,1,3,True
2025-11-14 19:20:23,BTCUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95619.02,1,5,True
2025-11-14 19:20:24,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.086695,6,18,True
2025-11-14 19:20:24,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,1.076251,10,50,True
2025-11-14 19:20:26,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,161.239509,8,24,True
2025-11-14 19:20:27,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,160.232001,5,25,True
2025-11-14 19:20:47,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95730.0,1,3,True
2025-11-14 19:20:48,BTCUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95730.85,1,5,True
2025-11-14 19:21:11,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95817.06,1,3,True
2025-11-14 19:21:12,BTCUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,,,BAJISTA,95817.06,1,5,True
2025-11-14 19:21:36,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Shooting Star,,BAJISTA,95774.25,1,3,True
2025-11-14 19:21:37,BTCUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,95774.24,1,5,True
2025-11-14 19:22:10,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,,ALCISTA,30052.194266,1,3,True
2025-11-14 19:22:10,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,ALCISTA,29063.213245,1,5,True
2025-11-14 19:23:31,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,1.073609,10,30,True
2025-11-14 19:23:31,EURUSD,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.078204,7,35,True
2025-11-14 19:24:52,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,31053.625678,10,30,True
2025-11-14 19:24:52,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,29985.784097,3,15,True
2025-11-14 19:24:52,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Shooting Star,,LATERAL,160.186051,10,30,True
2025-11-14 19:24:52,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Shooting Star,Divergencia MACD Alcista,LATERAL,158.726185,10,50,True
2025-11-14 19:25:12,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,1.075915,10,30,True
2025-11-14 19:25:12,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Martillo,,LATERAL,1.078525,10,50,True
2025-11-14 19:25:32,ETHUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Alcista,ALCISTA,30378.59089,10,30,True
2025-11-14 19:25:32,ETHUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,,,ALCISTA,31260.626442,2,10,True
2025-11-14 19:27:14,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.088703,7,21,True
2025-11-14 19:27:14,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Alcista,LATERAL,1.087434,9,45,True
2025-11-14 19:27:34,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,30117.025305,10,30,True
2025-11-14 19:27:34,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,32652.210918,4,20,True
2025-11-14 19:27:34,GBPJPY,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,159.756748,7,21,True
2025-11-14 19:27:34,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia RSI Alcista,LATERAL,159.846457,10,50,True
2025-11-14 19:28:14,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia RSI Alcista|Divergencia MACD Alcista,LATERAL,31462.71097,6,18,True
2025-11-14 19:28:14,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,29916.244976,2,10,True
2025-11-14 19:28:35,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Alcista,LATERAL,30513.590802,10,30,True
2025-11-14 19:28:35,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,32013.458136,10,50,True
2025-11-14 19:28:35,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,162.045811,7,21,True
2025-11-14 19:28:35,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,158.182956,10,50,True
2025-11-14 19:29:15,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,30404.412187,1,3,True
2025-11-14 19:29:15,BTCUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,30248.530291,1,5,True
2025-11-14 19:29:15,ETHUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Alcista,LATERAL,29417.669993,4,12,True
2025-11-14 19:29:15,ETHUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,31092.821493,2,10,True
